Accessory_ID,Car Brand,Car Model,Accessory Name,Accessory Price,Accessory Description,Compatible Cars,Top 5 Reviews,Brand_Normalized,Sentiment_VADER,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Score,Sentiment_Label,Sentiment_Strength,Key_Phrases,Category,Aspect_Quality_Score,Aspect_Quality_Mentions,Aspect_Durability_Score,Aspect_Durability_Mentions,Aspect_Installation_Score,Aspect_Installation_Mentions,Aspect_Design_Score,Aspect_Design_Mentions,Aspect_Compatibility_Score,Aspect_Compatibility_Mentions,Aspect_Value_Score,Aspect_Value_Mentions,Aspect_Comfort_Score,Aspect_Comfort_Mentions,Aspect_Performance_Score,Aspect_Performance_Mentions,Dominant_Emotion,Emotion_Happy_Score,Emotion_Satisfied_Score,Emotion_Disappointed_Score,Emotion_Angry_Score,Emotion_Neutral_Score,Key_Strengths,Key_Weaknesses,Recommendation_Explanation,Overall_Quality_Score,Accessory_Name_Normalized,Car_Brand_Normalized,Car_Model_Normalized,Compatible_Cars_Normalized
53,Jaguar,Xjl (2015-2024),7d Premium Car Mat For Jaguar Xjl,4799.0,"faux leather, 7 layer protection, detachable curly floor liner, tan color, digitized computer modeling, all-weather, wall-to-wall coverage.",jaguar xjl (2015-2024),Nice|Quality was Impressive|Fit for my car|Good quality|7D but more like Cloud 7,jaguar,0.5704,0.5,0.5,0.54224,positive,Strong,"['good', 'quality', 'nice']",Interior,0.5704,1,0.0,0,0.5704,1,0.0,0,0.5704,2,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.54 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.388016,7d premium car mat for jaguar xjl,jaguar,xjl (2015-2024),jaguar xjl (2015-2024)
54,AUDI,E-tron Gt,7d Premium Diamond Car Foot Mat (black Beige),4125.0,"waterproof, dustproof, custom fitted, faux leather. luxurious and elegant. protects car floor and easy to clean.",audi e-tron gt 2022,"[""Good fitting and quality. Enhanced car's look."", 'Good fit for my car, quality and finish is good.', 'Good quality.', 'Good product but not customized.', 'Perfect fit for Alcazar 2025 7 seater.']",audi,0.2115,0.6444444444444445,0.588888888888889,0.3846777777777778,positive,Moderate,"['good', 'perfect', 'quality']",Interior,0.9201,2,0.0,0,0.9468,2,0.8074,2,0.9468,4,0.0,0,0.0,0,0.0,0,satisfied,0.1429,0.8571,0.0,0.0,0.0,perfect fit,,🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Perfect Fit,0.4299011111111111,7d premium diamond car foot mat (black beige),audi,e-tron gt,audi e-tron gt 2022
55,Jaguar,Xjl (manual 2015-2025),7d Premium Imported Car Foot Mat,4599.0,"waterproof, dust proof, luxurious, elegant, custom fitted, full beige, easy to clean.",jaguar xjl (manual 2015-2025),Value for money product with good quality|Fantastic product|Best quality product in reasonable price|Decent Product|Excellent product,jaguar,0.6486,0.4499999999999999,0.6000000000000001,0.5691599999999999,positive,Strong,"['excellent', 'good', 'best', 'quality', 'fantastic']",Interior,0.6486,1,0.0,0,0.0,0,0.0,0,0.0,0,0.6486,5,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,"high quality, great value",,✅ Positively reviewed (0.57 sentiment) | 🏆 Praised for high quality | 💰 Great value for money | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.487104,7d premium imported car foot mat,jaguar,xjl (manual 2015-2025),jaguar xjl (manual 2015-2025)
56,AUDI,Rs 5,7d Premium Imported Car Foot Mat (coffee With Black),4999.0,"premium 7d design, anti-slip, 100% water resistant, custom fit, luxury print, durable and odorless.",audi rs 5 and more,"['Value for money, good quality', 'Fantastic product', 'Best quality in reasonable price', 'Decent Product', 'Excellent product']",audi,0.9501,0.5777777777777778,0.6777777777777777,0.8011711111111111,positive,Very Strong,"['excellent', 'good', 'best', 'quality', 'fantastic']",Interior,0.9501,1,0.0,0,0.0,0,0.0,0,0.0,0,0.9501,5,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,"high quality, great value",,⭐ Highly rated with 0.80 sentiment score | 🏆 Praised for high quality | 💰 Great value for money | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.7005084444444445,7d premium imported car foot mat (coffee with black),audi,rs 5,audi rs 5 and more
57,AUDI,Q3,7d Premium Leatherette Car Foot Mat,4449.0,"custom fitted leatherette floor mat, waterproof, dust proof, luxury finish, easy cleaning (black red)",audi q3,"['Excellent Fit & Premium Quality - Premium stitching, very durable, fits perfectly.', 'Good price range, neat fit.', 'Premium look and fit, seller asks for exact car model for precise fit.', 'Worth buying, easy cleaning, solid value.', 'Perfect fit for MG Windsor, great quality, install easy.']",audi,0.9918,0.4697916666666666,0.5354166666666667,0.7829966666666666,positive,Very Strong,"['excellent', 'great', 'good', 'perfect', 'quality']",Interior,0.9879,3,0.8925,1,0.9885,2,0.6124,1,0.9885,5,0.9349,3,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"high quality, great value, perfect fit, durable",,⭐ Highly rated with 0.78 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.8815586666666666,7d premium leatherette car foot mat,audi,q3,audi q3
58,AUDI,Rs 5,7d Premium Leatherette Car Foot Mat (black Beige),4649.0,"material: high quality pu leather. waterproof, non-slip, wear and stain resistant, easy to clean, fitted for rs 5.",audi rs 5 and many others,"['Excellent Fit & Premium Quality', 'Premium look and fit', 'Good quality and perfect fit', 'Worth Buying', 'Good price range']",audi,0.9666,0.6125,0.5625,0.82496,positive,Very Strong,"['excellent', 'good', 'perfect', 'quality']",Interior,0.9666,2,0.0,0,0.9666,1,0.9666,1,0.9666,2,0.9666,2,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,"high quality, great value, perfect fit",,⭐ Highly rated with 0.82 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ High Quality | ✨ Great Value,0.716624,7d premium leatherette car foot mat (black beige),audi,rs 5,audi rs 5 and many others
59,AUDI,E-tron Gt,7d Premium Leatherette Car Foot Mat (black Silver),4649.0,"premium faux leather, waterproof, custom fitted, easy to clean.",audi e-tron gt 2022-2024,"['Excellent fit and premium quality.', 'Premium look, perfect fit.', 'Good quality and perfect fit.', 'Worth buying.', 'Perfect fit for MG Windsor.']",audi,0.981,0.66,0.6300000000000001,0.8526,positive,Very Strong,"['excellent', 'good', 'perfect', 'quality']",Interior,0.9661,2,0.0,0,0.9792,1,0.7351,1,0.9792,2,0.2263,1,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"high quality, great value, perfect fit",,⭐ Highly rated with 0.85 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.6535000000000001,7d premium leatherette car foot mat (black silver),audi,e-tron gt,audi e-tron gt 2022-2024
60,AUDI,Rs 5,7d Premium Universal Car Foot Mats (black And Red),2599.0,"advanced 7d luxury design with double-layer premium leather, waterproof, dustproof, anti-slip, universal fit, easy to clean.",audi rs 5 and others,"['Good quality product and very much satisfied', 'Fantastic fit... absolutely worth the price', 'Liked the quality so much...', 'Quality of material is good', 'Excellent product']",audi,0.9717,0.5333333333333333,0.6222222222222222,0.7963533333333334,positive,Very Strong,"['excellent', 'good', 'quality', 'fantastic']",Interior,0.9717,2,0.0,0,0.9717,1,0.0,0,0.9717,1,0.9717,2,0.0,0,0.0,0,happy,0.6,0.4,0.0,0.0,0.0,great value,,⭐ Highly rated with 0.80 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ Great Value,0.7072213333333333,7d premium universal car foot mats (black and red),audi,rs 5,audi rs 5 and others
61,Ferrari,812 Superfast,80w Superfast Type-c Charger,470.0,80w superfast type-c charger for ferrari 812 charger original adapter like wall charger | mobile charger | qualcomm qc 3.0 quick charger with 1 meter type c usb data cable,ferrari 812 superfast,Fast charging capability | Reliable performance | Good cable quality | QC 3.0 certified | Value for money,ferrari,0.6486,0.4499999999999999,0.6000000000000001,0.5691599999999999,positive,Strong,"['good', 'quality']",Electronics,0.6486,1,0.6486,1,0.0,0,0.0,0,0.0,0,0.6486,3,0.0,0,0.6486,1,satisfied,0.0,1.0,0.0,0.0,0.0,great value,,✅ Positively reviewed (0.57 sentiment) | 🏆 Praised for high quality | ⚒️ Known for durability | 📁 Electronics accessory | ✅ Customer satisfaction high | ✨ Great Value,0.6168239999999999,80w superfast type-c charger,ferrari,812 superfast,ferrari 812 superfast
62,AUDI,Rs 5,9d Car Floor Mat (black),6499.0,"custom-fit 9d luxury mats, premium material, waterproof, anti-skid, odourless, durable.",audi rs 5 and others,"['Perfect Fit For My Car', '‘My experience with the car Matt’.', 'Strongly recommended', 'leather quality is amazing', 'The velcro material could be replaced with leather or fabric']",audi,0.9169,0.6083333333333334,0.7583333333333333,0.7934733333333334,positive,Very Strong,"['amazing', 'perfect', 'quality', 'recommended']",Interior,0.7717,4,0.7717,1,0.9169,2,0.0,0,0.7351,3,0.0,0,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,"perfect fit, durable",,⭐ Highly rated with 0.79 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Durable,0.7032393333333334,9d car floor mat (black),audi,rs 5,audi rs 5 and others
64,Jaguar,Xjl (2015-2024),9d Luxury Car Foot Mat,5999.0,"pu leather, full coffee color, waterproof, anti-slip, full coverage, all weather, custom fitted.",jaguar xjl (2015-2024),"Best product material|Excellent Quality, Aesthetic Fit & Great Value for Money!|Primium product|Genuine product|Good quality product....",jaguar,0.9259,0.7333333333333334,0.4833333333333333,0.8488733333333334,positive,Very Strong,"['excellent', 'great', 'good', 'best', 'quality']",Interior,0.9259,2,0.0,0,0.9259,1,0.9259,1,0.9259,1,0.9259,3,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"high quality, great value",,⭐ Highly rated with 0.85 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.7099093333333333,9d luxury car foot mat,jaguar,xjl (2015-2024),jaguar xjl (2015-2024)
65,Skoda,Kodiaq,9d Premium Leatherette Car Foot Mat,6049.0,"luxurious, waterproof, dust proof, custom fitted, high quality pu leather, easy to clean.",skoda kodiaq new 2025,Excellent Quality and perfect fit|Perfect Fit & Great Quality|Perfect Fit & Premium Quality – Highly Recommend|Correct fitting and good quality|Excellent car mats,skoda,0.9607,0.62,0.6487499999999999,0.8244199999999999,positive,Very Strong,"['excellent', 'great', 'good', 'perfect', 'quality']",Interior,0.9607,2,0.0,0,0.9607,2,0.0,0,0.9607,4,0.0,0,0.0,0,0.0,0,happy,0.8571,0.1429,0.0,0.0,0.0,"high quality, perfect fit",,⭐ Highly rated with 0.82 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Perfect Fit,0.6179779999999999,9d premium leatherette car foot mat,skoda,kodiaq,skoda kodiaq new 2025
67,AUDI,Rs 5,9d Premium Leatherette Car Foot Mat (coffee),6549.0,"premium 9d leatherette, waterproof, scratch-resistant, anti-slip, luxury fitted, easy to clean.",audi rs 5 and others,"['Excellent Quality and perfect fit', 'Perfect Fit & Great Quality', 'Perfect Fit & Premium Quality', 'Correct fitting and good quality']",audi,0.9823,0.72,0.7050000000000001,0.8773799999999998,positive,Very Strong,"['excellent', 'great', 'good', 'perfect', 'quality']",Interior,0.9823,2,0.0,0,0.9823,2,0.0,0,0.9823,3,0.0,0,0.0,0,0.0,0,happy,0.8333,0.1667,0.0,0.0,0.0,"high quality, perfect fit",,⭐ Highly rated with 0.88 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Perfect Fit,0.6456419999999998,9d premium leatherette car foot mat (coffee),audi,rs 5,audi rs 5 and others
69,BMW,I7,9h Screen Guard For BMW I7 2025 Infotainment,1399.0,durable 9h hardness screen guard for bmw i7 2025 infotainment and cluster displays.,bmw i7,"['MAXIMUM PROTECTION: ShieldX 9H hardness.', 'PERFECT FIT: Laser-cut for seamless, bubble-free fit.', 'ULTRA-CLEAR: Maintains touch sensitivity and visual quality.', 'EASY APPLICATION: Simple installation.', 'OLEOPHOBIC COATING to repel oil.']",bmw,0.93,0.3333333333333333,0.4414965986394558,0.6913333333333334,positive,Strong,"['perfect', 'quality']",Protection,0.0,1,0.0,0,0.93,4,0.0,1,0.8797,2,0.0,0,0.0,1,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,perfect fit,,✅ Positively reviewed (0.69 sentiment) | 🔧 Easy to install | 📁 Protection accessory | 😊 Customers are very happy | ✨ Perfect Fit,0.2765333333333333,9h screen guard for bmw i7 2025 infotainment,bmw,i7,bmw i7
70,Volvo,S90,"A.k.s.g. Screen Protector (09 Inch, 2020-running)",599.0,9h unbreakable tempered glass screen protector for infotainment display.,volvo s90 09 inch (2020-running),5 star (no text),volvo,0.0,0.0,0.0,0.0,neutral,Neutral,[],Protection,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Protection accessory,0.0,"a.k.s.g. screen protector (09 inch, 2020-running)",volvo,s90,volvo s90 09 inch (2020-running)
71,Maruti Suzuki,S-presso,Aakichi 2pcs Set Silicone Gear Shift Knob Cover Car Handbrake Cover Anti-slip Grip Design,299.0,"made of soft silicone, durable, convenient to grip and use, decorative, black color and smooth appearance, has five gears to switch freely, good dust proof, prevents dust from staining shift knob and handbrake, universal fit - handbrake cover size: 12x5cm / 4.72""x1.97""(l*w), gear shift knob cover size: 6x5cm / 2.36""x1.97""(l*w), easy to install, pvc material, beige color","universal (suitable for most auto gear shift and handbrake knobs, compatible with maruti suzuki s-presso)",VISHAL - 5 stars - Perfect fit. Value for money product | Adarsh - 1 star - Size. It didn't fit with my car | Kanthamani S. - 5 stars - Must buy. Very good quality | Nicky - 4 stars - Doesn't fit to altok10. Nice product | Syed Parwaiz Alam - 3 stars - Ok ok. Handle grip need adjustment frequently. Knob is ok.,maruti suzuki,0.9113,0.5309999999999999,0.5780000000000001,0.75918,positive,Very Strong,"['good', 'perfect', 'quality', 'nice']",Interior,0.2693,1,0.0,0,0.733,1,0.0,0,0.8212,5,0.34,3,0.0,0,0.0,0,satisfied,0.1429,0.8571,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.76 sentiment score | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.418462,aakichi 2pcs set silicone gear shift knob cover car handbrake cover anti-slip grip design,maruti suzuki,s-presso,"universal (suitable for most auto gear shift and handbrake knobs, compatible with maruti suzuki s-presso)"
72,Land Rover,Discovery Sport,Able 3d-fix Sun Shade Curtain Set,949.0,"uv protection, privacy, easy installation, custom fit",discovery sport old type,rajbir s.: 1 star - Improper fit | PM: 3 stars - Weak magnet,land rover,-0.1027,0.175,0.6749999999999999,0.00838,neutral,Neutral,[],Other,0.0,0,0.0,0,-0.1027,1,0.0,0,-0.1027,1,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Other accessory,0.003352,able 3d-fix sun shade curtain set,land rover,discovery sport,discovery sport old type
73,AUDI,Q7,Able 3d-fix Type Car Non-magnetic Sun Shade Curtains,949.0,"3d non-magnetic sun shade curtains, uv protection, keeps car cool, easy installation, set of 6 pcs.",audi q7,Un sized - does not fit,audi,-0.2755,-0.2,0.4,-0.2453,negative,Weak,[],Storage,0.0,0,0.0,0,-0.2755,1,0.0,0,-0.2755,2,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Storage accessory,-0.09812,able 3d-fix type car non-magnetic sun shade curtains,audi,q7,audi q7
75,Volvo,Xc90,Able 3d-fix Type Car Non-magnetic Sun Shade Curtains For Volvo Xc90,2999.0,custom-fit sun shade curtains. non-magnetic easy installation system. blocks 95% uv rays. keeps car cool. set includes shades for all windows. foldable and portable.,volvo xc90 (2017-2025),Great sun protection|Easy to install and remove|Fits perfectly on windows|Keeps car cool in summer|Good quality material,volvo,0.891,0.7166666666666667,0.7999999999999999,0.8212666666666666,positive,Very Strong,"['great', 'good', 'perfect', 'quality']",Exterior,0.891,2,0.0,0,0.891,3,0.0,0,0.891,3,0.0,0,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"perfect fit, easy installation",,⭐ Highly rated with 0.82 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Exterior accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Easy Installation,0.5958066666666666,able 3d-fix type car non-magnetic sun shade curtains for volvo xc90,volvo,xc90,volvo xc90 (2017-2025)
76,Hyundai,Ioniq 5,Able Dotnet Car Dicky Sun Shade Curtains,999.0,"custom made with folding wire for easy storage, reduces heat in car, blocks direct sun rays, reliable performance, easy installation, custom fit rear windshield curtain for hyundai ioniq 5",hyundai ioniq 5,No customer reviews available,hyundai,-0.296,0.4,0.4,-0.0175999999999999,neutral,Neutral,[],Protection,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Protection accessory,-0.0070399999999999,able dotnet car dicky sun shade curtains,hyundai,ioniq 5,hyundai ioniq 5
77,Hyundai,Tucson,Able Dotnet Car Magnetic Sun Shade Curtains,1500.0,"magnetic curtains 4 door with zipper, custom fit, 75%+ uv protection, easy install, for hyundai tucson 2016-2021.",hyundai tucson (2016-2021),Exceptional Quality; Too dark color; Fits well for my 2021 model Tucson; Good fit Tucson vehicle; Not fitting properly on window (negative),hyundai,0.4215,0.1523809523809523,0.4857142857142857,0.3138523809523809,positive,Moderate,"['good', 'quality']",Exterior,0.4215,1,0.0,0,0.4215,2,0.4215,1,0.4215,5,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.2519909523809523,able dotnet car magnetic sun shade curtains,hyundai,tucson,hyundai tucson (2016-2021)
78,Jaguar,F-pace,Able Dotnet Car Sun Shade Curtains,2950.0,"set of 6 custom fit sun shade curtains for all four doors and quarter glass, with zip for jaguar f-pace, uv protection.",jaguar f-pace,"PATHETIC PRODUCT AND BAD BRAND|Absurd size, does not fit|Do not purchase from this brand|No reviews|No reviews",jaguar,-0.8647,-0.8499999999999999,0.8333333333333333,-0.8588199999999999,negative,Very Strong,['bad'],Exterior,0.0,0,0.0,0,-0.8647,1,0.0,0,-0.8647,2,0.0,0,0.0,0,0.0,0,angry,0.0,0.0,0.0,1.0,0.0,,overall negative,📁 Exterior accessory,-0.343528,able dotnet car sun shade curtains,jaguar,f-pace,jaguar f-pace
79,Volkswagen,Tiguan,Able Dotnet Magnetic Sun Shade Curtains,1750.0,set of 6 half car magnetic sun shade curtains designed for volkswagen tiguan.,volkswagen tiguan,Blocks sunlight|Easy to install|Set for all windows|Good fit|Decent quality,volkswagen,-0.2263,0.0,0.0,-0.1357799999999999,negative,Weak,"['good', 'quality']",Storage,-0.2263,1,0.0,0,-0.2263,3,0.0,0,-0.2263,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Storage accessory | ✅ Customer satisfaction high,-0.1222019999999999,able dotnet magnetic sun shade curtains,volkswagen,tiguan,volkswagen tiguan
80,BMW,X1,Able Dotnet Magnetic Sun Shade Curtains (set Of 6),2625.0,"magnetic, zipper, uv protection, custom fit, keeps car cool",bmw x1 (2016-2022),"Best sunshade, Fits perfect, Good quality, Some issues with fitting, Easy install",bmw,0.9287,0.7266666666666668,0.6466666666666667,0.8478866666666667,positive,Very Strong,"['good', 'best', 'perfect', 'quality']",Storage,0.9287,1,0.0,0,0.9287,3,0.0,0,0.9287,3,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.85 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Storage accessory | 😊 Customers are very happy | ✨ Overall Positive,0.6177646666666667,able dotnet magnetic sun shade curtains (set of 6),bmw,x1,bmw x1 (2016-2022)
